id,parent_id,root_id,trd_buy_id,trd_buy_number_anno,ref_amendm_agreem_justif_id,ref_contract_status_id,deleted,crdate,last_update_date,supplier_id,supplier_biin,supplier_bik,supplier_iik,supplier_bank_name_kz,supplier_bank_name_ru,customer_id,customer_bin,customer_bik,customer_iik,customer_bank_name_kz,customer_bank_name_ru,contract_number,contract_number_sys,fin_year,ref_contract_agr_form_id,ref_contract_year_type_id,ref_finsource_id,ref_currency_code,contract_sum_wnds,sign_date,ec_end_date,plan_exec_date,fakt_exec_date,fakt_sum_wnds,contract_end_date,ref_contract_cancel_id,description_kz,description_ru,sign_reason_doc_name,sign_reason_doc_date,trd_buy_itogi_date_public,fakt_trade_methods_id,ec_customer_approve,ec_supplier_approve,contract_ms,supplier_legal_address,customer_legal_address,payments_terms_ru,payments_terms_kz,is_gu,exchange_rate,system_id,index_date
934,44,1124,1020,e52d8593-3339-4a09-a173-ef6e44a12720,3,4,0,2025-10-04 07:58:26,2024-05-30 03:04:54,456,507214523975,EDJNRU3NKL6,VXEO7989000698827,Кузнецова Инкорпорэйтед,АО «Бирюков»,581,562075469878,DWUTRUTFKV1,YKAJ6428078693581,ОАО «Тихонов-Петрова»,"ЗАО «Костин, Куликов и Зайцев»",ae9688f9-e072-45f8-9f0d-083fac033962,58f5e201-aa96-4544-bb0a-e7b4f5432643,2024,3,3,2,KZT,47832164.51,2023-01-25,2023-08-25,2024-06-04,2022-12-10,8403321.19,2024-09-14,4,Строительство ботинок факультет премьера.,Порода экзамен полностью спешить.,умолять,2023-01-13,2024-02-10,9,1,1,61.88,"г. Кизел, бул. Павлова, д. 6 стр. 4/9, 334646","клх Кимры, ул. Новая, д. 1/7, 480632",Недостаток способ полоска новый призыв прошептать.,Строительство дошлый рота носок процесс факультет картинка.,1,545.7,3,2025-08-29 23:49:33
935,871,1128,1145,0447be9d-00d2-4816-b7e5-20549fa72fe6,4,6,0,2023-01-28 22:29:36,2024-04-05 02:29:18,415,885040485097,QKZIRUC34TS,PPIS6330628954807,ГК Орими Трэйд,"АО «Виноградов, Константинова и Брагин»",852,283069312413,EYYURU5U,LMHN2427273556131,ЗАО «Исаков»,Шаров Инк,2c8e3e6d-183c-4d8f-96e3-0c63e7bd7ee4,d52e4ae8-9e5b-4602-bda7-08bfe3d06057,2025,4,2,3,KZT,32100339.17,2025-04-18,2023-11-27,2025-10-25,2024-08-07,2136066.74,2024-01-10,3,Результат тысяча реклама пятеро головка.,Вздрагивать эпоха исследование наслаждение эпоха совещание сутки.,совет,2024-04-25,2025-05-19,3,0,0,98.86,"ст. Алагир, ш. Металлургов, д. 573, 641193","к. Кашира, алл. Пригородная, д. 659 к. 18, 379629",Рот монета аж а.,Анализ солнце прощение освобождение палата.,1,456.91,3,2025-07-10 19:21:22
936,850,1136,1059,8a5d99ab-5960-4d01-a9d2-392840211b6e,5,8,0,2023-07-11 05:43:15,2023-05-15 00:27:33,582,545949283676,MJHHRUMX,GXFE7231543621725,Концерн Автоматика,"РАО «Корнилов, Муравьева и Буров»",827,819930516397,ORJIRU3N,FGZS3823433114126,ИП «Константинова-Лыткина»,НПО «Емельянова Зимин»,17a58f8b-339c-425b-bd1c-59ea9f5199b9,3ca957a4-4ca7-4079-9b2d-dea29b48c21e,2019,3,2,2,KZT,27708775.31,2024-10-05,2023-08-09,2023-08-04,2025-10-29,386754.5,2024-05-22,5,Рота столетие невозможно инфекция табак.,Посидеть палата ручей кузнец бочок ботинок.,следовательно,2025-03-11,2022-12-31,2,1,1,6.22,"д. Сыктывкар, бул. Прудовой, д. 912 стр. 8, 075824","ст. Курган, алл. Фабричная, д. 4, 729698",Господь команда соответствие счастье сынок применяться актриса.,Подземный ягода обида пропасть рота.,1,536.12,3,2025-09-25 17:35:29
937,704,638,829,bccb4789-a6b7-47f2-9922-19acf18aac7d,4,3,1,2023-03-05 04:14:31,2025-09-08 02:55:34,717,258967671432,KFRZRU4F,VZFC3053999985807,Металлокомплект-М,ООО «Кудрявцева-Филиппова»,672,959036865733,DVIRRUH0,MYHC5043098251980,АО «Орехова-Беляев»,ИП «Коновалов»,32988798-41c9-4508-a83d-052306d78c83,66651671-73a2-4110-85bf-2ea12f7c706e,2023,3,2,4,USD,32543001.36,2023-04-19,2024-04-23,2025-07-17,2023-12-11,9533502.57,2023-12-08,3,Сустав степь жить непривычный ребятишки.,Девка угроза разуметься термин миг триста.,жестокий,2023-09-28,2023-03-29,3,0,0,83.25,"с. Обнинск, алл. Водников, д. 556, 626333","п. Троицк (Моск.), ш. Жукова, д. 3/2 стр. 90, 942685",Дальний один эпоха покидать госпожа господь низкий.,Хлеб уничтожение дремать.,1,484.34,3,2025-02-16 12:43:40
938,1170,364,375,4eb05f78-439f-4967-96fb-0b2ea008f7b5,5,10,0,2023-07-29 04:40:07,2025-07-09 18:04:01,969,614245125179,MWVIRUVC,XCXX3595148921300,АО «Бобров Дроздова»,АО «Аксенова Николаев»,868,679010607635,QXMSRUUDZZB,GTVQ7917776168679,АО «Шилова-Михеева»,Группа Илим,7beb6acf-4e92-4d87-818b-41007ed4695a,10644caa-0eb8-44c0-be41-027c68c20a83,2015,2,4,3,EUR,1284139.5,2023-11-15,2024-08-06,2024-12-14,2024-01-01,4871365.45,2023-12-27,5,Кузнец бочок анализ издали.,Секунда порт уничтожение заявление.,господь,2022-12-01,2025-07-30,3,0,0,45.86,"к. Надым, ул. Луначарского, д. 26 к. 99, 693259","г. Луга, бул. Студенческий, д. 73 к. 2, 132228",Приходить крыса потянуться пол монета прошептать возможно.,Правый человечек неудобно команда похороны потянуться.,0,527.52,3,2024-03-03 20:57:08
939,1041,986,172,6db28111-8b94-427b-bb1d-ed3eaae79e71,5,8,1,2024-10-09 03:24:22,2025-10-16 12:28:32,399,678668069481,DHCXRUL3WVA,GZTF6663923062391,РАО «Белоусов-Федосеев»,ИП «Панфилов Федорова»,404,920614295532,HZLRRUITU6K,AANX6767158745340,ЗАО «Терентьев-Федотов»,Агафонова и партнеры,6d97a481-5fb3-4884-a6bf-2650bff22061,9b19c594-609c-489f-b0da-e67ed472a2e1,2025,3,3,5,EUR,44229795.87,2023-02-07,2023-05-26,2024-03-30,2023-02-25,1157054.02,2023-12-20,1,Ставить трясти иной помолчать ответить отражение самостоятельно.,Вздрагивать бровь помолчать обида нервно дурацкий дружно.,уточнить,2024-12-19,2024-10-01,3,0,0,67.63,"ст. Ряжск, бул. Лесозаводский, д. 497, 264978","п. Махачкала, пер. Радужный, д. 272 к. 7, 997264",Советовать вытаскивать отъезд мусор неправда.,Художественный пища плод роса похороны магазин мрачно карандаш.,0,420.43,3,2024-05-13 02:51:11
940,397,996,737,cc4d0929-f7ee-4d4a-9839-2c63e1f7b37a,2,5,0,2025-01-18 08:27:15,2024-05-07 18:19:37,399,103453635369,BSFCRUPDXQZ,LKYC0149724629072,Русакова Групп,ЗАО «Афанасьева»,529,333750749156,TIBIRUZ2,QFDB4426333981695,Мария-Ра,АО «Юдин-Беляева»,a988c400-bbb2-440a-a37d-601e5666bbdd,5a0d10d3-22ff-48bc-8e69-c25afc92b8c5,2022,4,5,5,USD,7324932.39,2023-08-19,2024-11-07,2023-10-06,2023-02-06,8346846.2,2023-03-05,1,Вряд непривычный висеть изменение монета.,Полностью отражение жестокий.,выраженный,2024-07-05,2025-10-31,7,1,1,58.8,"клх Слюдянка, пер. Ленина, д. 831, 176810","клх Мытищи, наб. Минская, д. 3/6 стр. 7/9, 736921",Сутки тесно посвятить что.,Жестокий левый июнь мусор палата тревога дошлый.,1,560.47,3,2025-02-13 11:34:00
941,917,752,1158,6b8121af-dc09-4c8d-8e5f-b2eafae7c236,2,8,0,2024-03-10 02:37:39,2023-03-15 23:01:32,183,591625683158,GSGQRUCM3OT,WRYT9458216646750,ОАО «Осипова»,АО «Константинов-Голубева»,926,634106602555,FMVORU28,SSVQ8566972981605,Магнолия,"ОАО «Уварова, Самойлова и Быкова»",058ba236-f33d-45f0-9faf-d850ae54f4fc,2e66bf42-6c16-4ba1-8bf8-a93ff3e56b61,2024,4,3,2,USD,22588032.55,2025-01-28,2023-07-05,2024-07-18,2024-02-01,6996138.14,2023-04-17,5,Цель кидать дурацкий соответствие появление палка что.,Сохранять госпожа второй обида даль желание каюта.,манера,2025-03-03,2024-08-17,1,0,0,19.77,"ст. Алексин, ул. Коммунаров, д. 9/1 к. 22, 346661","к. Урюпинск, пр. Заводской, д. 1 стр. 345, 199886",Металл потом сынок песенка четыре руководитель.,Монета означать разводить армейский июнь оборот.,1,456.9,3,2024-01-12 13:22:30
942,982,829,437,83c4ca65-e5c1-43cf-861c-14f77a758437,2,3,1,2024-06-27 18:14:01,2024-08-19 12:52:47,646,693183647664,TOMWRUBT,HBYA1424117721179,ОАО «Колобов-Ермаков»,ЗАО «Лебедев-Мухин»,729,945352002593,HNXERUXKT9V,HHEH4425299412228,Дроздов Групп,НПО «Стрелков-Нестерова»,d7ef2b4f-0a7a-450c-86eb-e18ff4a1614f,b8d23230-e6e2-424d-b416-54fb4a43e6b3,2017,5,4,2,USD,49735777.6,2024-09-23,2024-03-17,2023-01-29,2025-10-09,7358476.96,2024-10-24,0,Плясать процесс художественный мягкий заплакать.,Ленинград пространство цвет триста точно армейский.,угол,2024-01-07,2025-05-10,5,0,1,92.79,"к. Холмогоры, наб. Правды, д. 21 стр. 3, 658668","к. Краснотурьинск, ул. Шоссейная, д. 2/5 стр. 6, 408464",Какой виднеться налево вчера миф советовать.,Секунда актриса невозможно дружно вытаскивать четыре сохранять.,1,487.36,3,2024-06-01 00:22:05
943,1133,595,908,be5dcacc-91cd-46c8-bb1f-3bf9392d8c54,3,8,1,2025-08-28 00:01:00,2025-03-17 18:53:07,873,156931863398,AZYCRU3UIKU,OZKP4619238514640,"ООО «Уварова, Журавлев и Дроздова»",ЗАО «Дьячков»,187,707568000089,UBIQRU3G,RSOD4902528321811,ПК Борец,НПО «Новикова»,78eee937-3765-4ffc-ba32-83d4fe2dca28,652acbc8-2705-4125-ae55-c57b2973d2b2,2019,2,5,3,KZT,29618439.6,2025-09-21,2025-09-24,2024-09-14,2024-08-12,5211487.88,2024-04-21,1,Видимо хозяйка демократия.,Пространство освобождение горький сомнительный задрать.,отъезд,2024-03-26,2025-07-07,4,1,1,57.06,"к. Туапсе, алл. 60 лет СССР, д. 25, 795527","ст. Томари, пр. Клары Цеткин, д. 211 стр. 4, 212511",Космос социалистический дальний выкинуть некоторый.,Песня четко четко парень космос чем шлем.,0,485.57,3,2025-04-05 11:15:37
944,757,805,1133,1c2ecf3e-f6b4-426c-a5cb-61919b392a93,4,10,0,2023-01-25 14:04:33,2024-01-09 22:19:56,208,180266328140,HPAARUP3,PQGY4692877770707,ЗАО «Устинов-Емельянов»,Стрелкова Инкорпорэйтед,945,456904021818,BYGIRUMW060,YPRN5736069140973,ОАО «Борисова-Орлов»,АО «Горшков-Блохин»,00faf1ba-233b-4ea9-a22c-d4e25d5cb510,6c40f819-cfe3-4eed-a209-294bab8fcc3c,2018,1,4,5,EUR,9130727.99,2024-09-28,2023-09-30,2025-03-11,2023-12-05,5790670.69,2024-09-25,1,Господь рай второй спорт горький граница.,Кпсс предоставить левый ныне бак какой адвокат торговля.,фонарик,2023-06-12,2023-03-26,4,1,1,80.9,"д. Сыктывкар, ш. Павлика Морозова, д. 96, 005900","клх Куртамыш, алл. Станционная, д. 980 к. 2/4, 867133",Настать еврейский вытаскивать расстройство бок.,Возможно расстройство бабочка научить смертельный заплакать выражаться витрина.,1,583.6,3,2024-11-21 07:47:23
945,819,690,523,7986601d-da94-40d0-9722-801aa4bc5f9d,1,4,0,2025-06-04 20:38:46,2024-05-03 06:05:57,4,306178859124,LWZSRUDLACM,CVLY7088841604588,ООО «Мартынов Фадеев»,ОАО «Одинцов»,926,409006233599,DIYURU2SJ3O,FXUE3399170920591,Горбунова Инк,ИП «Филиппов»,a5295e87-49ef-4b75-84c5-3129ad516b3a,6450b574-d685-45a7-a376-49360152ae59,2016,2,3,3,KZT,30447980.52,2023-09-18,2024-12-12,2025-02-26,2023-12-03,2694262.15,2023-09-16,1,Приходить жить интеллектуальный лететь место изба страсть сохранять.,Потянуться провал тута пробовать перебивать.,опасность,2024-07-14,2023-09-03,6,1,0,83.36,"клх Диксон, пр. Морозова, д. 9/5 стр. 8/3, 709389","г. Диксон, алл. Авиационная, д. 9/6, 908740",Выгнать приличный лапа более упор пропаганда.,Мимо житель прошептать слишком дремать.,1,428.38,3,2025-05-31 00:43:07
946,1075,352,692,cb330be5-8580-4557-9425-61185ef83ad1,4,4,1,2025-04-16 04:35:34,2025-02-26 11:45:49,554,148732553859,GBVFRUTHF28,LSXU3204976969203,ОАО «Медведева-Денисова»,РАО «Гришин-Маркова»,301,285052848131,EXDURU0GGMD,CFQJ3607180379832,Авдеева Инк,РАО «Гущина Сергеева»,998bbbde-8541-48a8-b0c7-250a4008447e,07169d69-d99a-43f6-94a0-228cc131dda3,2023,4,1,1,KZT,39115055.84,2023-02-06,2025-01-07,2022-12-20,2024-10-28,2906418.15,2024-12-21,3,Столетие развернуться грустный труп пол.,Плод угроза деловой палка.,редактор,2024-05-30,2024-03-01,1,1,1,46.51,"клх Батайск, ул. Шахтерская, д. 3/2 к. 1/9, 360951","г. Красноярск, наб. Советов, д. 5/8 стр. 891, 994992",Лететь налоговый танцевать юный тревога конференция развернуться.,Набор слать а.,0,585.08,3,2025-07-08 04:52:35
947,942,1082,1020,9ed39b67-f0cd-4dc7-9fc6-71a48aa4a39b,5,7,0,2024-12-24 15:39:41,2023-02-12 15:20:36,94,407075944176,CDKFRU7O,GCPS3746309531290,РАО «Симонова»,ИП «Аксенов»,654,232519411063,ZYVSRUHM,VLGR5217206053715,"ООО «Сорокина, Тимофеева и Блохина»",ООО «Лыткина Быкова»,3127eb69-57a9-4807-ad17-e8c47a133b0b,0989c50f-02f2-4486-a020-06ab408896c2,2021,5,1,1,USD,48971274.92,2024-02-11,2023-06-20,2025-01-27,2023-04-20,7722104.16,2024-12-27,0,Приятель соответствие передо факультет валюта плод около.,Школьный издали ныне потянуться падаль вскакивать счастье.,намерение,2023-09-07,2024-04-27,10,0,1,41.43,"к. Азов (Рост.), алл. Каштановая, д. 37 стр. 6, 125364","клх Калачинск, пер. Киевский, д. 9 к. 717, 388059",Бочок увеличиваться конференция дурацкий.,Потрясти плод ломать стакан.,1,444.17,3,2023-10-31 17:13:12
948,355,729,200,da163ba1-7eeb-4cb0-9965-c6b5f4cd5e64,5,5,1,2023-12-31 21:29:57,2023-08-11 14:06:28,794,533669506818,UDXQRU6BBS3,QEXI5606633964415,РАО «Голубева-Беляев»,НПО «Прохорова Ершова»,150,708492946934,SBKTRUC7,FCYL5768511702051,Металлокомплект-М,НПО «Фомичева»,51c18c84-989b-4b60-a4a7-148e76ec7be7,a09ce910-7450-4e64-8d97-10592a5d311b,2022,1,3,4,KZT,49971142.15,2022-11-30,2025-10-02,2024-08-24,2023-01-17,2571542.45,2024-10-23,5,Доставать обида деньги за недостаток построить.,Казнь человечек висеть прежний цвет аж.,факультет,2023-02-26,2023-08-21,9,1,0,93.42,"клх Мценск, наб. Украинская, д. 4, 607558","с. Магадан, ш. Белинского, д. 8 к. 4, 858390",Жестокий дыхание граница очко расстройство страсть.,Полевой правый космос юный наслаждение.,0,470.73,3,2024-04-03 07:30:15
949,618,403,510,d3b1c65f-35b6-45de-a9e9-2fd385934f97,5,4,0,2024-12-09 06:11:26,2023-03-18 20:49:34,457,311150876898,SXVFRU7SLMP,CSDG8221199999080,X5 Retail Group,Суворова Лтд,639,863439257931,ANIFRUSY9AR,WSHI9085722136351,"РАО «Маслов, Котов и Дроздов»",ООО «Горбунова»,bc2478df-e24a-4505-a903-5fb0e35f455f,96f6e230-7e5b-4f20-98dc-62bc27af4b32,2024,3,1,2,KZT,43894931.45,2024-03-14,2023-11-24,2024-11-16,2024-01-20,7930604.32,2025-01-07,3,Солнце военный задержать болото вздрагивать слишком мелочь.,Соответствие умирать исполнять бок достоинство.,функция,2025-10-01,2025-04-10,2,0,1,88.51,"клх Белый Яр (Томск.), пер. Энергетический, д. 65, 711401","г. Усть-Ишим, алл. Проточная, д. 355 стр. 293, 637527",Присесть дыхание протягивать ручей полоска заработать присесть основание.,Советовать полевой важный неожиданный коллектив.,0,558.32,3,2023-09-04 01:37:55
950,497,143,566,66facc29-aaa9-4804-9d21-e9a4938092b5,1,1,1,2025-04-26 08:43:58,2023-03-04 01:02:58,639,752964986024,IBJRRUOL,GCQH7939731867273,ЗАО «Максимов-Гурьев»,Максимов Инкорпорэйтед,768,824115194074,YWIARU2A,ANCH7790080613603,ЗАО «Шашкова Зайцева»,РАО «Горбунов»,e9517311-9dcb-49a2-a19b-491d2787f080,7c527c9d-de9d-44e3-a807-4923521d0de8,2023,5,4,1,EUR,13075364.85,2025-05-19,2023-02-25,2025-11-23,2024-01-18,6979034.33,2022-12-10,0,Чем провал необычный поколение невыносимый.,Ребятишки пересечь через пространство передо.,тусклый,2023-10-23,2023-12-02,10,1,1,9.88,"к. Брянск, бул. Терешковой, д. 2/6 к. 3, 621225","с. Лысьва, ул. Физкультурная, д. 4/5 к. 5/5, 102915",Скользить славный крыса дрогнуть возбуждение.,Непривычный недостаток пространство избегать песня.,1,482.87,3,2023-02-06 18:04:54
951,631,441,1032,1ac13b1d-62b2-460f-9eb2-9ba0561430a9,2,1,1,2024-11-26 20:42:49,2024-10-18 04:08:41,1124,124075453080,DBPSRUTA0TR,CCML5091182744098,ОАО «Евсеев-Карпова»,АО «Никонов»,291,557047719379,AFBORU55ENE,VZGJ0955710004747,"НПО «Бирюков, Чернова и Давыдов»",ЗАО «Большаков Афанасьев»,9161b361-edfe-4af3-8584-50f5ccaad1f0,2605ec29-469f-4278-baf7-143e20c5ac39,2025,4,1,3,EUR,34198250.73,2023-01-07,2024-07-31,2025-08-31,2024-11-25,4761481.51,2025-11-06,3,Костер тута услать поймать.,Вчера важный чем разводить июнь.,изредка,2024-03-14,2024-08-06,1,0,0,6.18,"с. Домбай, наб. Кольцова, д. 1/5 к. 3/3, 067925","к. Сусуман, алл. Заливная, д. 234 стр. 625, 881973",Сустав заработать некоторый.,Социалистический ход пробовать жидкий грустный порог написать.,0,493.13,3,2024-12-16 19:13:06
952,207,420,647,2198934b-3c17-4028-9faa-3f6ced8b7b07,3,10,0,2023-08-16 04:30:15,2024-08-26 03:58:54,1041,917926140769,PCNWRU1L6M0,BKPR3609558470117,ОАО «Жданов-Горбачева»,Красильников и партнеры,989,286478119659,KEMORUH8,IOTU1493438462939,"ЗАО «Галкин, Федорова и Зуев»",ИП «Фокина Трофимова»,184fe96a-c8b7-4827-94ac-222cc99a15de,74fb7a09-79de-4cf1-8d01-8ca818aa58fa,2025,1,3,2,USD,40822498.93,2025-04-03,2025-06-05,2024-11-28,2023-05-06,6500658.43,2025-06-24,3,Вскакивать ложиться рай интеллектуальный конструкция.,Тусклый поймать пропасть премьера монета кпсс издали серьезный.,грустный,2025-06-20,2024-05-05,1,1,0,32.89,"к. Домбай, наб. Черемуховая, д. 4/1, 201459","к. Сергиев Посад, пер. Российский, д. 21 к. 30, 984296",Заявление вперед поздравлять четыре грудь.,Хлеб команда цепочка коллектив миф.,0,473.17,3,2025-04-10 20:45:20
953,39,115,1013,7da06d10-7c3b-4b51-878b-54b37423b23a,4,2,0,2023-07-09 15:05:33,2024-11-25 21:40:18,1016,930919906923,IBMTRUOT,JGII8055165560902,Российская электроника,РАО «Ширяева Ковалева»,999,675849803730,CHVQRUTG881,LILG7575853231821,РАО «Герасимова Рыбакова»,ИП «Наумов»,ab7a1d70-cd51-45d2-b5df-6366181ce115,7fe9c36d-1134-4540-8cc3-ded7dcf56496,2023,4,4,5,USD,44534524.77,2025-09-19,2024-03-11,2023-03-24,2024-09-21,1904909.14,2023-08-22,3,Рис приятель жидкий угроза набор.,Применяться промолчать за бак космос ремень.,освободить,2023-10-24,2023-11-26,4,0,0,68.96,"п. Тотьма, наб. Социалистическая, д. 25 к. 901, 033236","г. Шатура, ул. Энгельса, д. 2/4 к. 7, 627118",Смелый казнь ход засунуть ныне развернуться научить.,Рай гулять руководитель сутки аллея более.,1,461.61,3,2024-09-19 08:58:02
954,406,639,899,999c297b-165c-42f2-a318-180bd2fe198a,3,6,1,2025-06-23 07:34:49,2023-09-02 14:18:04,837,339009445696,LDJERUUE,YPQS0270052409018,Делл (Dell),ИП «Сорокина Данилов»,471,747694429895,HMCNRUKO,LBWN1143412417274,АО «Казаков»,ТЭК Мосэнерго,6afb8099-02e8-4319-8894-785a753af905,b440d91d-0136-4a61-9d70-c84999d4f950,2025,3,5,5,USD,26145170.69,2023-11-12,2024-11-12,2025-05-13,2025-03-28,5342886.65,2023-02-23,3,Хлеб необычный исполнять хлеб рабочий банда спалить монета.,Число бак освобождение засунуть.,порог,2024-09-18,2023-01-13,10,0,0,8.8,"г. Адлер, наб. Горняцкая, д. 3 к. 3, 088353","с. Котлас, бул. Гаражный, д. 717, 141245",Да мера космос домашний непривычный.,Интеллектуальный жить миллиард прежний нажать песня.,0,494.21,3,2023-12-06 01:29:59
955,668,164,520,2f420882-088b-488c-9c53-3e5510db10dc,3,9,1,2023-02-05 10:58:36,2024-05-13 09:03:45,1122,166898491711,FAFCRUDL,LAJO3476303001613,Тарасова Групп,Зуев Лтд,1000,453299245162,ZHLERUISWPP,LFDH0229666311849,Горбунов Инк,Устинова и партнеры,93aa78a6-91d8-4ae7-a197-8ace13eddab9,8008510e-7b6d-4be6-91c6-d087b42e37b8,2023,4,5,1,USD,20966653.89,2024-01-16,2025-08-28,2024-01-19,2023-07-24,6003368.86,2025-02-19,5,Материя отражение жидкий ученый господь через вывести.,Бак полевой равнодушный избегать хозяйка.,непривычный,2025-07-02,2023-05-16,7,1,1,25,"клх Уренгой, пер. Мусы Джалиля, д. 6/9 стр. 4/8, 651286","ст. Наро-Фоминск, алл. Моховая, д. 2 стр. 363, 771907",Пространство уничтожение решение рай строительство упор.,Горький остановить райком добиться ломать равнодушный подробность.,1,514.82,3,2024-01-13 21:54:15
956,168,7,63,642c8f91-00ca-47be-b534-810ca6f4dc60,1,8,0,2023-12-09 23:40:56,2023-05-08 00:17:00,830,728874804168,QKLVRUD3CFI,YEBJ2718887303229,АО «Рогов Никонов»,ГК Невада (Самбери),951,609754201892,ITOKRUWN,BYOU7840315410453,ООО «Калашников Лебедев»,"ИП «Якушева, Маслова и Сергеева»",58304b49-d12d-4a0c-8ddb-9e0c33669afd,79ef9ab7-95c9-4c4d-976e-ee21e4dc9101,2019,2,1,4,EUR,39035437.77,2025-01-02,2024-04-20,2023-07-25,2023-08-15,1290909.26,2024-07-31,2,Рай порт бровь жить падаль ученый обида.,Кузнец мгновение подробность проход палец снимать хотеть.,багровый,2023-11-22,2025-04-04,8,1,1,90.45,"г. Холмск, пер. Киевский, д. 558 стр. 891, 545132","с. Валдай, ул. Надежды, д. 7/9 стр. 6/3, 997621",Головной опасность военный июнь болото манера.,Порт палата строительство процесс равнодушный функция лететь.,0,486.33,3,2025-06-06 04:43:11
957,187,257,211,06ea7be7-8a85-48d9-a3fb-32514fd2dee3,5,3,0,2024-05-29 09:18:50,2025-06-06 16:23:51,415,549818263923,KEWHRUJBING,DPTT9135298864328,ООО «Селезнева Мухина»,ГК СНС,1054,355173298885,THMXRUC387Y,WCSY0137628997833,"АО «Гурьев, Доронин и Уварова»",НПО «Гришин»,ec9a569f-4d30-433f-82ee-c4720f0ca1c0,c6a91aeb-55a0-48b5-bdc8-d4806d5a2d62,2017,4,1,2,EUR,41853038.54,2025-10-10,2024-10-09,2024-03-22,2025-08-31,8682092.94,2023-03-13,1,Хлеб решение мгновение холодно издали.,Задрать падать трубка прежде прошептать страсть лететь.,перебивать,2024-03-22,2024-06-18,6,1,0,19.26,"д. Таганрог, алл. Абрикосовая, д. 71 к. 20, 829377","г. Петухово, бул. Кузнецкий, д. 3, 911060",Хозяйка научить выраженный палка изба задрать.,Дошлый вариант редактор освободить дьявол хозяйка.,1,470.93,3,2024-12-31 17:37:08
958,444,913,417,c8bd1c8d-9101-4a8f-b770-9d3cff21628b,5,10,1,2025-08-24 15:18:23,2024-04-19 10:26:02,821,332505391183,INGNRUL4DDT,RVOY1199675710546,НПО «Дроздов-Исакова»,ЗАО «Романова»,1137,254670253381,RZWMRUHIWA7,HJRU7253323339363,ТЭК Мосэнерго,Маркова Инк,55446f8f-2de3-4904-b2df-91792c0ef6fc,1c6bc6a9-4333-4447-b765-fc93fbaf26a2,2022,5,3,4,USD,550675.11,2024-02-20,2025-03-05,2023-08-22,2022-12-13,5682868.17,2022-12-24,2,Витрина неожиданно нервно потрясти наступать уточнить.,Славный кольцо песня передо умолять пропасть угроза.,дремать,2023-07-02,2025-07-21,6,1,0,67.22,"д. Балашов, наб. Казачья, д. 8/6, 095437","к. Пенза, пр. Парковый, д. 957, 132388",Аж бегать металл издали помимо.,Вытаскивать бок еврейский теория.,0,482.34,3,2024-05-08 15:09:28
959,939,164,981,37ccc4e3-79fa-4c7a-b889-8901bfb868e8,1,8,0,2024-05-30 17:25:16,2024-03-23 10:45:52,1148,778517796843,DLLXRUUB4WY,BCIP6329585174728,РАО «Воронов»,НПО «Киселев Ковалев»,960,870591843724,KNMWRUD3UCJ,AQIY5487244680683,РАО «Медведев-Никифоров»,ИП «Одинцова»,d51a98eb-2b29-428b-9fe4-a2cdac43f6f6,7b966e3f-9cfc-4b73-a74d-95f0d2518bed,2023,5,3,3,USD,6892382.03,2024-06-06,2023-12-14,2024-08-23,2024-05-07,4573937.53,2023-02-26,0,Дружно четко головной голубчик присесть горький что.,Мелочь заложить пятеро упорно зима.,пересечь,2023-03-10,2023-12-10,1,1,1,65.91,"клх Ряжск, наб. Серова, д. 6/9 стр. 6, 506683","с. Шерегеш, наб. Лесхозная, д. 515 к. 8, 869099",Народ каюта мучительно.,Художественный ломать ложиться отметить потрясти изба.,1,484.45,3,2023-10-16 12:17:25
960,468,724,187,42886515-9a5e-452d-8ef0-00892523c7f4,2,5,0,2023-02-02 04:04:35,2025-02-09 19:09:40,716,450019746311,UFSRRUKK,KIJK0176127274257,"ОАО «Вишнякова, Селезнев и Горбачева»",РАО «Туров»,892,453186952584,ZOGARUAZ,AVTJ7693331333183,ГК Фаворит Моторс,Сысоев Инкорпорэйтед,049cfa73-a6f1-49e6-b070-42a3e2f61344,45be542c-151e-4e3a-8af0-26a7ca15f918,2019,4,2,2,EUR,25082539.16,2023-10-21,2024-09-25,2024-03-12,2024-08-17,6131138.62,2025-02-04,4,Эпоха запеть зима угодный.,Приходить изба господь светило заявление дальний заявление.,дрогнуть,2024-07-05,2024-03-03,10,0,1,95.21,"ст. Краснодар, наб. Ягодная, д. 82, 461858","д. Печора, ш. Микрорайон, д. 321 к. 52, 215397",Ярко волк наступать картинка вчера сопровождаться успокоиться.,Дорогой академик вскакивать.,0,405.05,3,2024-09-18 23:14:05
